datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
27/10/2017 10:00,280.13,283.62,287.42,280.85,290.84,288.8,290.6,291.95,278.72,267.83,289.66,285.94,290.55,276.81,274.65,282.75,279.26,286.14,285.46,280.47,282.74,283.33,277.87,291.3,276.18,276.35,276.48,278.6,280.48,280.82,301.387,299.48,302.66,303.56,303.62,299.32
27/10/2017 11:00,281.37,283.48,286.51,280.95,290.3,287.74,290.92,291.36,277.36,267.08,289.46,284.87,290.45,276.48,274.65,281.73,278.65,286.14,284.41,280.25,282.83,282.89,277.51,291.15,276.62,276.85,275.7,278.13,279.13,280.57,302.264,301.48,303.66,302.53,302.29,301.32
27/10/2017 12:00,280.89,283.0,285.92,280.54,290.07,286.81,289.05,289.86,275.57,266.59,290.02,283.72,290.74,276.14,274.42,281.03,278.16,285.75,282.6,279.64,283.04,283.16,277.41,291.53,278.03,277.53,276.24,278.44,278.48,280.32,302.264,301.59,305.15,303.12,302.82,301.54
27/10/2017 13:00,279.57,282.77,285.76,280.14,289.37,286.35,288.77,288.98,275.06,266.92,288.92,282.72,291.24,275.8,274.22,280.3,277.44,286.54,281.52,279.86,283.7,285.37,279.68,292.01,279.13,278.95,279.96,281.06,278.48,281.06,302.264,300.59,306.64,302.53,302.29,300.54
27/10/2017 14:00,279.7,282.89,285.6,281.04,288.75,286.37,287.4,289.15,274.3,265.97,288.53,282.89,292.44,275.8,274.15,279.56,276.84,287.94,281.34,282.13,284.69,289.15,283.49,294.83,282.42,280.35,283.22,283.84,279.44,282.9,297.329,300.15,307.15,302.53,302.29,300.15
27/10/2017 15:00,280.08,281.62,285.41,281.48,288.54,286.5,288.02,289.47,277.84,266.55,288.14,283.28,292.64,275.81,274.15,279.86,276.84,290.14,281.0,285.59,285.34,293.35,287.13,297.04,286.29,281.93,285.89,286.23,280.15,284.73,297.329,299.71,307.15,301.93,301.75,299.76
27/10/2017 16:00,279.07,283.48,286.18,281.48,289.54,288.03,293.15,291.93,279.09,269.81,288.76,283.92,291.84,276.64,273.72,280.01,276.63,290.94,280.85,290.23,286.58,295.15,290.74,299.25,289.69,283.35,287.32,287.32,280.47,286.15,297.329,298.15,305.66,299.15,299.15,298.15
27/10/2017 17:00,281.04,286.06,289.74,282.15,293.67,291.38,295.15,295.44,280.85,272.47,289.9,284.58,292.35,277.15,273.72,280.16,276.93,292.54,279.68,291.75,286.93,295.64,293.54,299.82,291.28,284.75,288.56,288.98,281.44,287.57,291.049,297.15,304.15,298.15,298.15,297.15
27/10/2017 18:00,284.56,289.69,292.7,282.74,296.32,295.47,296.34,298.24,282.34,274.3,291.03,284.57,292.44,277.66,273.86,280.17,277.04,292.74,278.16,293.65,287.14,296.15,294.75,299.82,292.84,285.77,289.4,289.23,282.15,288.48,291.049,296.59,302.15,299.449,299.449,296.54
27/10/2017 19:00,286.18,292.27,295.05,284.26,298.68,298.39,297.27,301.03,283.1,276.73,291.9,282.58,292.55,278.49,273.86,280.57,277.51,292.74,277.49,294.69,287.35,296.64,295.45,300.15,294.32,286.99,290.32,289.98,282.8,289.24,291.049,295.71,302.15,299.449,299.449,295.76
27/10/2017 20:00,286.44,293.84,297.06,286.15,299.99,299.39,298.43,302.15,284.37,277.26,291.91,282.01,292.82,279.16,274.15,280.86,277.7,291.75,276.54,295.15,286.7,296.81,295.33,299.92,294.57,287.59,290.6,289.98,283.12,289.74,287.578,295.71,297.15,299.553,299.553,295.76
27/10/2017 21:00,287.87,294.85,299.14,288.14,301.32,299.7,299.43,303.65,285.89,277.92,290.91,282.15,292.44,278.82,274.15,280.72,277.54,290.34,276.34,295.55,284.85,296.15,295.15,299.81,294.57,288.18,290.33,289.48,283.12,289.08,287.578,293.15,298.15,299.553,299.553,293.15
27/10/2017 22:00,288.42,295.57,300.56,289.44,301.6,300.16,300.56,304.48,286.4,278.02,290.37,282.48,291.44,279.32,274.15,280.44,277.75,287.75,276.15,295.55,282.34,296.15,293.75,299.15,293.16,287.78,288.49,287.92,282.12,288.09,287.578,294.15,297.15,299.553,299.553,294.15
27/10/2017 23:00,288.65,294.99,301.06,290.59,301.76,300.77,300.81,304.95,286.89,277.69,290.27,282.95,290.14,279.15,274.28,279.75,277.88,284.78,276.15,294.42,280.96,295.35,290.43,298.9,291.15,286.77,286.16,285.83,281.77,284.94,285.944,294.15,291.019,299.369,299.369,294.15
28/10/2017 0:00,288.01,294.52,302.07,290.92,301.52,300.31,300.8,304.95,286.13,277.14,289.15,281.95,288.44,278.15,274.15,278.75,277.6,282.15,275.91,291.87,279.75,293.66,287.86,297.64,290.33,285.75,284.88,284.98,280.1,283.01,285.944,294.15,291.019,299.369,299.369,294.15
28/10/2017 1:00,,292.17,,289.75,300.58,298.77,299.49,304.48,283.61,276.59,286.9,280.01,287.34,277.48,274.15,278.45,277.65,280.94,276.38,291.44,279.38,292.49,288.25,,289.01,285.94,284.52,,279.12,281.82,,,,,,
28/10/2017 2:00,,290.42,,287.74,298.6,295.93,297.66,301.92,280.85,276.15,285.27,279.9,286.84,276.49,273.93,278.31,277.45,279.74,276.19,291.45,278.93,291.49,287.44,,288.33,285.94,284.06,,278.8,281.46,,,,,,
28/10/2017 3:00,,288.14,,285.7,296.51,292.98,294.32,300.15,279.39,275.02,283.26,279.95,286.37,275.64,274.08,277.87,277.15,279.14,275.99,291.26,278.71,290.14,286.65,,287.15,286.12,283.16,,278.45,280.7,,,,,,
28/10/2017 4:00,,287.0,,284.24,294.77,291.68,293.15,298.77,277.85,275.01,282.5,278.76,285.15,274.61,273.79,277.88,276.75,278.55,275.48,290.82,278.38,289.54,286.05,,286.34,285.64,282.33,,278.12,279.67,,,,,,
28/10/2017 5:00,,285.49,,283.53,293.15,291.05,291.8,295.16,278.54,275.35,283.16,277.95,284.26,275.14,273.72,277.73,276.65,278.34,275.18,290.59,277.92,289.04,285.05,,286.57,285.39,281.5,,278.12,279.5,,,,,,
28/10/2017 6:00,,284.99,,282.73,292.0,290.36,291.09,294.77,278.02,276.03,282.65,277.15,283.15,275.14,273.42,277.45,276.45,278.15,275.71,290.25,278.15,288.88,284.15,,286.77,285.67,281.26,,278.13,278.67,,,,,,
28/10/2017 7:00,,284.1,,281.94,291.43,290.52,291.61,293.14,276.56,276.14,281.4,276.36,282.48,274.97,273.22,277.16,276.24,277.89,275.44,289.93,277.71,288.72,283.24,,286.97,285.67,280.26,,277.78,278.75,,,,,,
28/10/2017 8:00,,282.13,,281.74,290.77,289.46,290.07,292.35,276.17,276.48,280.15,275.68,281.54,274.34,272.87,277.02,276.15,277.56,275.44,289.55,277.25,288.73,282.44,,286.74,285.19,280.59,,276.8,278.62,,,,,,
28/10/2017 9:00,,281.41,,280.74,290.15,289.23,288.94,291.52,275.5,276.36,279.81,275.55,280.54,272.95,272.72,276.44,275.85,277.73,275.44,288.55,277.15,288.05,282.14,,285.96,284.18,279.61,,276.15,278.31,,,,,,
28/10/2017 10:00,,281.29,,280.4,289.46,289.59,288.42,290.68,275.2,276.47,279.52,275.35,279.94,271.95,272.69,276.44,275.88,277.73,275.44,288.05,277.04,287.21,281.03,,286.15,284.14,279.7,,276.15,277.75,,,,,,
28/10/2017 11:00,,280.57,,279.58,289.57,288.72,287.77,289.85,274.23,276.58,277.4,274.84,279.24,271.29,272.88,276.15,275.7,278.15,275.34,287.55,276.54,286.88,281.34,,286.55,283.92,279.82,,276.15,278.31,,,,,,
28/10/2017 12:00,,280.44,,279.44,288.98,289.04,288.23,290.17,273.55,276.81,277.03,274.78,278.64,271.12,272.95,276.16,275.75,277.54,275.16,287.32,276.34,285.96,280.34,,285.9,283.35,281.07,,276.47,277.92,,,,,,
28/10/2017 13:00,,280.0,,279.25,288.83,288.68,288.6,289.33,273.56,276.7,275.92,274.22,278.95,270.94,273.08,276.15,275.55,277.35,275.15,287.24,276.59,286.73,283.49,,285.27,283.53,284.69,,276.82,279.52,,,,,,
28/10/2017 14:00,,279.16,,278.84,288.75,287.71,287.95,289.43,273.34,276.82,279.92,277.21,280.74,270.6,273.08,276.15,275.65,277.75,275.17,287.69,276.36,290.12,287.05,,284.44,283.35,287.41,,280.45,283.59,,,,,,
28/10/2017 15:00,,278.86,,278.73,288.63,288.37,288.05,289.15,275.84,277.37,283.27,279.77,283.14,271.54,273.28,276.72,276.14,278.74,275.56,287.96,276.94,295.35,290.85,,284.3,282.73,290.06,,283.75,287.44,,,,,,
28/10/2017 16:00,,280.11,,278.52,288.67,288.2,290.27,291.74,278.33,279.36,285.4,282.35,285.26,274.13,273.58,277.0,276.59,279.35,276.15,288.78,277.6,297.15,292.23,,284.28,282.14,291.81,,286.4,290.07,,,,,,
28/10/2017 17:00,,283.7,,279.8,290.15,290.39,295.36,295.59,280.6,281.47,286.57,284.02,286.04,275.48,273.72,277.01,276.75,280.34,276.15,289.64,278.15,298.82,293.41,,282.28,281.94,292.98,,288.43,291.4,,,,,,
28/10/2017 18:00,,287.56,,283.24,292.6,291.89,297.35,298.58,282.39,282.36,289.41,285.15,287.25,277.16,273.68,277.31,276.84,281.34,276.77,289.08,278.71,299.15,295.15,,279.1,281.15,293.48,,290.1,292.24,,,,,,
28/10/2017 19:00,,289.83,,285.94,294.99,295.98,297.76,300.65,284.13,283.58,289.35,286.27,287.48,279.16,273.68,277.32,277.45,281.53,276.65,288.25,279.37,298.98,295.06,,278.49,280.95,293.65,,291.15,292.15,,,,,,
28/10/2017 20:00,,291.85,,287.66,297.22,297.7,299.76,302.03,286.15,284.58,291.28,287.07,288.36,279.94,273.86,277.73,277.44,281.14,276.93,287.07,279.7,298.65,295.75,,278.74,280.36,293.4,,291.47,291.84,,,,,,
28/10/2017 21:00,,293.14,,290.26,298.6,297.85,300.44,303.82,287.15,285.37,292.29,287.36,289.26,280.99,274.29,278.02,277.52,280.34,276.91,284.34,279.95,297.99,295.45,,278.64,279.76,292.57,,291.5,291.08,,,,,,
28/10/2017 22:00,,293.87,,291.46,299.93,298.09,301.55,304.35,288.64,286.03,292.02,287.55,288.95,282.16,274.15,277.6,277.45,279.34,276.9,283.24,279.7,296.96,294.42,,278.27,280.15,291.32,,290.8,289.86,,,,,,
28/10/2017 23:00,,294.4,,292.05,299.56,297.5,301.13,305.15,288.64,286.47,291.15,286.95,288.45,282.16,274.08,277.32,277.45,278.56,276.92,282.49,279.35,296.48,292.69,,278.14,279.55,290.06,,290.45,288.7,,,,,,
29/10/2017 0:00,,294.01,,292.46,298.84,297.24,301.47,305.15,287.66,286.04,288.04,284.65,286.26,280.81,273.44,277.02,277.15,278.14,276.39,281.71,278.92,295.49,291.6,,277.74,279.35,289.79,,289.8,287.86,,,,,,
29/10/2017 1:00,,291.94,,291.85,297.68,295.44,300.01,304.43,283.86,283.4,284.53,281.27,283.94,278.32,272.49,277.02,277.05,277.34,276.15,281.25,278.95,295.32,291.65,,277.54,278.95,288.78,,289.78,287.06,,,,,,
29/10/2017 2:00,,288.43,,288.45,295.41,292.82,297.95,302.14,281.14,281.18,281.39,279.52,283.04,276.91,272.3,277.0,276.75,277.15,276.19,280.93,278.55,294.81,291.65,,276.75,278.54,288.4,,289.45,287.07,,,,,,
29/10/2017 3:00,,287.18,,285.71,293.58,291.68,295.48,300.15,279.83,279.5,280.28,278.9,281.63,274.55,271.94,276.29,276.65,277.15,276.18,280.03,278.46,294.96,290.78,,276.74,278.15,287.82,,289.1,287.06,,,,,,
29/10/2017 4:00,,285.54,,284.26,292.38,290.68,293.65,297.16,278.61,279.26,278.39,277.34,281.03,273.27,271.72,276.01,276.69,277.15,276.19,279.52,278.25,294.34,289.87,,276.55,277.63,287.7,,288.13,286.73,,,,,,
29/10/2017 5:00,,284.52,,283.55,291.42,290.87,292.95,295.43,278.02,278.69,278.42,277.39,279.73,272.26,271.94,275.86,276.6,277.15,275.92,279.15,277.93,294.0,289.42,,276.35,277.15,288.06,,287.13,286.77,,,,,,
29/10/2017 6:00,,283.65,,282.46,290.65,290.97,291.62,294.15,277.57,278.35,276.89,276.71,279.13,272.44,271.75,275.46,276.23,277.15,275.91,278.65,278.04,293.67,288.96,,276.35,277.39,288.15,,286.47,286.98,,,,,,
29/10/2017 7:00,,282.66,,281.73,290.49,291.06,290.59,293.64,276.94,278.37,276.65,276.71,278.45,271.95,272.23,274.88,275.96,277.15,275.67,278.48,277.6,293.83,289.14,,276.35,277.39,288.98,,285.18,287.15,,,,,,
29/10/2017 8:00,,282.05,,281.05,289.92,290.55,289.95,292.86,276.52,278.58,276.14,276.09,278.47,271.9,272.23,274.02,275.75,277.15,275.18,277.95,276.93,293.68,288.87,,276.15,277.39,289.41,,283.78,287.69,,,,,,
29/10/2017 9:00,,281.55,,280.74,289.82,290.13,289.43,291.86,274.82,278.59,275.37,275.96,277.35,271.95,272.22,272.87,275.75,277.15,275.18,277.55,276.81,293.33,288.69,,276.15,277.13,289.33,,283.13,287.69,,,,,,
29/10/2017 10:00,,281.68,,281.27,289.08,290.22,288.57,291.2,274.25,279.02,274.93,276.21,276.14,272.11,272.08,271.72,275.69,277.15,275.18,277.15,276.82,293.36,288.42,,276.15,277.62,289.15,,282.45,288.16,,,,,,
29/10/2017 11:00,,281.82,,281.26,289.53,290.04,288.09,290.85,274.05,279.36,274.7,276.71,276.53,271.9,272.29,271.13,275.55,277.15,275.17,276.7,276.82,292.49,288.65,,275.73,277.86,289.15,,282.1,287.92,,,,,,
29/10/2017 12:00,,282.44,,281.83,289.23,290.22,287.04,290.36,274.1,279.03,274.7,276.96,275.7,272.25,272.81,270.85,275.05,276.54,275.15,276.6,276.93,291.34,288.25,,276.15,278.34,289.15,,282.11,287.82,,,,,,
29/10/2017 13:00,,282.68,,281.82,289.15,290.75,287.04,289.17,272.86,279.46,274.59,277.02,276.93,272.06,273.08,270.26,274.36,276.34,275.15,276.51,277.03,289.34,287.95,,275.64,278.54,289.49,,282.13,288.54,,,,,,
29/10/2017 14:00,,283.04,,281.82,289.07,289.95,286.53,289.03,272.84,280.05,279.48,280.65,280.81,272.27,273.69,271.12,274.24,276.54,275.17,276.42,277.03,287.68,286.68,,275.79,278.55,289.9,,281.45,288.85,,,,,,
29/10/2017 15:00,,283.45,,281.82,288.65,290.6,287.52,288.75,278.85,282.03,286.26,285.02,285.48,275.46,274.22,274.23,276.14,277.15,275.17,276.51,277.81,286.54,286.06,,276.15,278.94,289.79,,281.48,289.23,,,,,,
29/10/2017 16:00,,283.41,,281.81,288.81,290.51,291.95,291.43,282.64,287.0,289.27,289.61,288.37,279.72,274.86,277.11,277.23,277.54,275.76,276.45,279.54,287.66,285.24,,276.62,279.33,290.32,,282.09,289.62,,,,,,
29/10/2017 17:00,,283.9,,281.93,288.8,291.23,295.15,295.26,285.4,290.34,291.94,292.35,290.35,282.23,275.72,279.55,278.15,277.94,276.14,276.87,280.25,287.99,286.05,,277.3,280.14,290.51,,282.77,289.5,,,,,,
29/10/2017 18:00,,284.29,,281.93,290.4,291.98,295.39,299.27,287.93,292.34,293.6,294.95,291.65,284.23,277.08,281.43,278.94,278.14,276.56,277.55,280.37,289.15,285.33,,277.3,280.34,291.32,,282.8,289.47,,,,,,
29/10/2017 19:00,,284.71,,282.38,291.93,293.03,297.95,301.04,289.43,294.14,295.03,296.21,292.95,286.26,277.57,282.29,280.15,278.54,277.15,278.14,280.49,290.15,285.7,,277.46,280.54,291.32,,283.43,289.69,,,,,,
29/10/2017 20:00,,285.43,,282.82,293.65,293.73,299.35,302.15,290.92,294.64,295.91,297.62,293.93,287.48,278.43,282.86,280.6,279.52,277.14,278.42,280.49,290.49,285.14,,277.8,280.74,291.4,,283.56,289.74,,,,,,
29/10/2017 21:00,,285.99,,283.55,294.66,294.51,300.29,303.82,292.66,295.25,295.65,298.22,294.7,289.32,278.95,284.0,280.7,280.53,277.34,278.88,280.71,290.65,284.69,,277.8,281.14,291.15,,284.15,289.61,,,,,,
29/10/2017 22:00,,286.71,,284.54,294.88,294.66,301.15,304.65,292.93,295.26,296.28,298.28,294.48,289.99,278.95,284.45,280.88,279.93,277.18,279.14,280.49,289.82,283.33,,278.13,280.93,290.24,,284.61,289.39,,,,,,
29/10/2017 23:00,,287.0,,285.35,294.85,294.61,301.62,305.15,292.91,295.26,295.4,297.35,293.25,289.72,278.75,284.31,280.36,278.73,276.58,278.44,280.15,288.82,280.69,,278.32,280.73,289.97,,284.65,289.55,,,,,,
30/10/2017 0:00,,287.15,,285.85,294.3,293.74,301.51,305.15,292.16,291.5,291.77,294.23,288.94,288.08,278.42,282.48,278.97,276.95,275.98,277.24,280.15,286.82,279.33,,278.13,280.94,289.24,,285.61,290.0,,,,,,
30/10/2017 1:00,,286.03,,285.75,292.73,292.42,300.36,304.48,287.91,287.07,287.81,290.54,286.44,286.03,277.93,280.53,278.18,274.94,274.82,276.45,279.55,285.35,278.52,,277.74,280.75,288.81,,285.15,289.62,,,,,,
30/10/2017 2:00,,285.4,,284.54,291.65,291.53,297.31,302.59,286.14,283.39,286.03,289.08,285.73,284.62,276.75,280.55,277.44,273.94,273.4,276.05,279.6,285.34,277.69,,277.74,280.55,288.48,,285.15,290.23,,,,,,
30/10/2017 3:00,,284.66,,282.55,291.15,291.07,295.65,299.6,283.63,280.5,283.92,288.36,285.04,283.78,277.01,280.57,277.61,273.53,272.79,275.92,279.15,285.15,277.05,,277.34,279.91,288.33,,284.61,290.07,,,,,,
30/10/2017 4:00,,283.55,,281.75,290.9,291.24,293.48,297.05,283.12,279.25,283.61,287.82,284.78,283.45,277.68,280.44,278.86,272.74,272.67,274.92,279.15,283.19,276.42,,277.34,279.64,287.23,,284.61,290.65,,,,,,
30/10/2017 5:00,,283.47,,280.26,290.84,291.06,292.82,295.53,282.3,278.48,282.14,287.48,284.25,283.1,277.79,280.72,279.15,272.73,272.15,275.15,279.15,282.37,275.69,,277.34,279.66,285.81,,284.61,290.52,,,,,,
30/10/2017 6:00,,282.18,,280.84,290.84,290.99,291.64,293.98,282.04,278.26,282.14,286.87,283.53,283.47,276.88,280.56,279.75,272.14,272.15,275.04,278.93,281.68,275.6,,277.34,279.66,284.56,,285.15,291.24,,,,,,
30/10/2017 7:00,,282.18,,281.54,290.92,290.96,290.11,292.65,281.4,277.48,281.47,285.79,281.92,283.47,276.15,280.86,279.85,272.14,272.38,274.92,278.38,281.02,274.78,,277.15,279.9,283.15,,285.54,291.15,,,,,,
30/10/2017 8:00,,282.89,,281.45,290.86,290.6,289.56,291.84,278.73,275.93,280.7,284.48,282.33,283.14,276.15,280.86,279.65,272.35,273.9,274.37,277.15,280.86,274.24,,277.15,279.9,282.07,,286.61,290.97,,,,,,
30/10/2017 9:00,,284.38,,280.66,290.84,290.7,289.58,291.17,278.43,273.93,279.7,284.34,282.14,282.8,276.35,281.3,279.6,271.94,274.15,274.03,275.94,280.04,274.24,,277.15,279.65,281.33,,286.61,291.15,,,,,,
30/10/2017 10:00,,283.98,,280.27,290.69,290.61,289.27,290.34,277.74,272.44,279.62,283.83,280.63,282.82,276.15,280.42,279.6,272.15,274.88,273.71,275.94,279.69,273.97,,277.15,279.43,280.48,,287.61,290.84,,,,,,
30/10/2017 11:00,,284.47,,279.84,290.54,290.51,290.75,290.51,277.73,272.25,279.48,282.88,280.13,282.15,276.0,280.43,279.69,272.14,275.36,273.24,276.35,279.86,273.06,,276.74,279.41,280.23,,288.7,290.71,,,,,,
30/10/2017 12:00,,283.99,,279.76,290.62,290.42,291.33,290.17,275.87,271.44,279.03,282.72,280.14,282.15,275.72,280.58,279.69,272.34,275.51,273.55,276.74,279.82,272.85,,276.49,278.97,281.07,,290.58,290.35,,,,,,
30/10/2017 13:00,,284.13,,278.95,290.53,290.31,289.57,289.84,276.85,271.04,278.92,281.65,280.58,282.15,275.15,280.6,279.85,274.15,276.15,273.23,277.15,280.54,274.64,,276.15,279.15,281.98,,288.11,290.05,,,,,,
30/10/2017 14:00,,283.14,,278.36,290.53,290.39,288.71,288.6,276.88,270.85,283.48,284.08,285.84,281.97,274.95,281.02,280.14,277.55,276.64,275.41,277.15,281.97,278.15,,277.15,279.36,283.39,,284.16,289.15,,,,,,
30/10/2017 15:00,,284.81,,278.17,290.58,290.4,288.35,289.25,280.85,270.95,289.26,288.02,291.92,281.97,275.36,281.48,280.55,282.54,277.33,278.34,277.6,284.64,280.74,,278.54,280.34,283.98,,283.13,288.39,,,,,,
30/10/2017 16:00,,285.22,,277.85,290.46,290.56,290.98,291.26,283.82,271.04,293.53,291.15,294.64,282.34,275.75,281.73,281.04,285.73,277.74,281.64,278.14,287.14,283.14,,279.55,281.15,285.06,,282.13,286.17,,,,,,
30/10/2017 17:00,,285.73,,279.32,291.22,291.23,293.12,293.86,286.87,271.54,294.46,292.94,296.85,282.62,275.72,281.85,281.55,288.54,278.92,284.53,278.74,289.14,285.05,,280.45,282.15,285.32,,281.1,285.25,,,,,,
30/10/2017 18:00,,288.14,,281.35,291.78,291.4,295.2,295.65,287.62,271.14,297.01,294.75,297.65,282.78,276.15,283.14,282.35,290.74,278.41,287.14,279.37,290.48,286.6,,280.8,281.57,285.61,,280.77,285.92,,,,,,
30/10/2017 19:00,,288.86,,285.25,292.56,291.48,298.56,297.82,287.41,271.64,299.03,295.81,298.75,283.3,276.02,283.0,282.33,292.14,278.81,288.95,280.05,291.15,288.45,,280.13,281.15,285.9,,280.78,286.15,,,,,,
30/10/2017 20:00,,289.86,,287.15,292.72,291.47,299.74,299.75,287.43,271.64,299.4,296.86,299.35,283.47,275.55,283.87,281.75,293.54,278.81,290.15,279.7,292.15,288.75,,279.97,280.97,286.15,,281.82,286.49,,,,,,
30/10/2017 21:00,,290.15,,288.85,293.42,291.32,299.77,300.85,287.93,272.47,300.53,297.08,299.35,283.69,274.87,284.32,281.05,293.53,278.98,290.95,280.37,292.15,289.15,,279.8,280.36,286.07,,282.44,286.27,,,,,,
30/10/2017 22:00,,290.26,,289.82,293.65,291.73,300.64,301.6,287.14,272.69,300.53,296.73,298.55,282.86,274.51,284.03,280.24,291.72,279.14,291.05,279.85,292.15,288.15,,279.8,279.74,284.82,,282.79,285.93,,,,,,
30/10/2017 23:00,,290.15,,289.7,293.33,291.75,301.34,301.55,286.38,273.04,300.3,294.97,297.25,281.7,274.22,283.6,278.94,287.73,278.97,290.42,279.94,291.54,284.7,,279.93,279.76,283.25,,282.8,284.49,,,,,,
31/10/2017 0:00,,289.66,,289.59,292.84,291.69,300.31,301.65,284.88,273.15,298.08,292.56,295.15,279.88,273.79,282.6,278.51,285.73,279.15,286.87,278.85,288.16,282.97,,279.73,278.9,282.9,,282.13,283.64,,,,,,
31/10/2017 1:00,,288.31,,287.94,292.32,291.15,299.79,301.66,282.14,273.03,292.84,290.36,293.55,278.33,273.72,281.31,278.41,284.34,278.37,284.68,278.75,285.82,281.7,,278.48,278.97,282.34,,281.15,282.97,,,,,,
31/10/2017 2:00,,286.74,,285.44,291.75,290.89,298.46,300.15,281.18,273.04,290.02,289.35,292.54,277.65,273.28,280.0,278.33,283.14,277.96,283.32,278.46,284.48,280.79,,278.13,279.15,282.06,,280.86,282.79,,,,,,
31/10/2017 3:00,,284.73,,284.15,291.41,290.6,297.13,297.76,280.17,272.92,289.55,288.68,291.54,276.8,273.15,278.69,277.96,282.14,276.75,282.83,279.04,283.32,280.94,,277.74,279.39,281.96,,280.15,283.26,,,,,,
31/10/2017 4:00,,282.53,,282.65,291.21,290.56,296.49,295.26,279.9,272.92,289.53,287.62,291.17,276.14,273.15,278.03,277.65,280.93,276.44,282.44,279.16,282.71,280.45,,277.15,279.66,282.15,,280.15,283.33,,,,,,
31/10/2017 5:00,,282.51,,280.84,291.07,290.4,295.95,294.03,279.62,272.33,288.42,286.49,290.15,275.61,272.65,278.03,276.96,280.13,275.45,281.83,279.04,282.04,279.96,,276.56,278.9,281.9,,280.15,283.32,,,,,,
31/10/2017 6:00,,281.15,,279.84,290.99,290.48,295.45,292.65,279.45,272.23,287.4,285.46,290.44,274.78,272.58,277.5,276.42,278.54,274.44,281.73,278.48,282.04,279.5,,276.15,278.9,281.24,,279.8,283.24,,,,,,
31/10/2017 7:00,,279.51,,278.93,290.76,290.56,294.17,291.15,279.1,272.34,287.93,284.65,290.44,274.1,272.35,275.16,275.96,277.53,274.22,280.13,278.44,281.38,278.51,,276.15,278.66,281.24,,279.8,283.15,,,,,,
31/10/2017 8:00,,278.52,,277.88,290.61,290.47,294.09,290.37,278.45,272.91,289.27,284.22,290.81,273.76,272.5,275.15,275.55,276.74,274.15,279.7,278.25,281.04,277.78,,275.56,278.15,281.23,,279.78,283.15,,,,,,
31/10/2017 9:00,,278.01,,276.94,290.54,290.15,293.84,291.84,277.86,272.7,290.26,283.88,290.04,272.43,272.28,274.01,275.15,276.34,274.52,280.02,277.93,280.87,277.41,,275.34,277.66,280.07,,279.15,282.91,,,,,,
31/10/2017 10:00,,277.38,,276.14,290.53,289.98,294.15,291.17,277.41,272.71,290.65,283.51,290.14,271.95,272.15,273.3,275.05,275.74,274.44,279.93,277.16,281.55,276.96,,275.34,278.14,279.97,,279.16,282.69,,,,,,
31/10/2017 11:00,,276.88,,275.53,290.53,290.15,292.95,290.34,275.88,272.38,290.28,283.01,290.48,271.14,271.79,271.48,274.85,275.75,274.17,279.13,276.93,281.41,276.14,,275.15,277.88,279.7,,279.15,282.15,,,,,,
31/10/2017 12:00,,276.5,,275.34,290.3,290.06,292.44,289.84,275.86,271.58,290.15,282.34,290.7,270.95,271.79,270.99,274.75,276.35,274.34,278.73,277.15,281.34,276.32,,274.81,278.15,279.52,,279.47,281.41,,,,,,
31/10/2017 13:00,,276.38,,275.23,290.22,289.79,292.75,289.48,275.03,271.15,289.53,281.74,290.74,270.61,271.41,271.26,274.69,277.14,273.51,278.95,277.15,281.49,279.23,,275.45,278.13,281.32,,279.15,281.47,,,,,,
31/10/2017 14:00,,276.42,,274.53,290.15,289.56,291.55,289.04,274.83,270.81,289.4,281.78,290.85,270.91,271.48,273.09,274.78,277.75,274.54,281.76,276.7,285.54,282.85,,275.64,279.15,282.21,,279.150.635.249,284.13,,,,,,
31/10/2017 15:00,,274.43,,274.44,290.29,289.72,292.17,288.48,277.62,270.64,289.91,284.75,295.14,272.58,271.84,275.11,274.85,281.14,275.55,285.14,276.69,288.97,286.77,,277.94,279.58,284.15,,279.151.301.013,284.97,,,,,,
31/10/2017 16:00,,276.12,,274.43,290.08,290.05,292.73,290.6,279.13,271.26,289.66,286.21,296.94,274.09,271.94,276.85,275.55,282.94,276.75,287.31,277.03,291.95,290.23,,278.28,279.56,285.56,,279.151.966.776,285.51,,,,,,
31/10/2017 17:00,,279.09,,276.13,290.82,290.38,294.54,293.38,280.64,272.24,289.66,287.27,298.7,275.47,272.21,277.71,275.75,284.13,277.36,289.59,277.15,293.64,292.15,,278.95,280.77,286.73,,281.8,286.42,,,,,,
31/10/2017 18:00,,282.28,,279.64,291.27,290.7,295.75,295.35,283.43,274.34,289.14,287.52,299.37,275.48,272.58,278.13,276.32,284.69,277.55,291.5,277.25,294.81,293.95,,279.64,280.58,287.16,,282.49,287.33,,,,,,
31/10/2017 19:00,,283.6,,281.59,291.52,291.23,296.45,296.45,286.44,276.91,288.61,286.9,298.94,275.48,273.22,279.16,276.69,285.88,279.15,292.87,278.48,295.14,294.69,,279.96,280.65,287.07,,282.47,287.7,,,,,,
